0.34733080,0.42805402,0.42735515,0.43586867,0.47672793,0.47043879,0.47921199,0.51991903,0.50025286,0.44237613,0.48901612,0.44607445,0.46695583,0.45725796,0.47238358,0.43214700,0.48623849,0.43532843
0.38778532,0.39432789,0.38993131,0.42299424,0.46577171,0.49118119,0.49393717,0.48396611,0.49574638,0.49706162,0.44709852,0.45956167,0.44176273,0.43470059,0.44800815,0.48759562,0.46923396,0.43651565
0.40676158,0.38950871,0.37544611,0.45632604,0.50110850,0.50836551,0.51893503,0.49028537,0.44525574,0.46144279,0.45887378,0.44259239,0.40900960,0.40996698,0.42915978,0.42426646,0.48507017,0.50408322
0.41414549,0.43239837,0.44153586,0.45515390,0.49231678,0.46436836,0.44132774,0.48067582,0.48162432,0.48314531,0.46060833,0.47920892,0.46390602,0.42420874,0.47657194,0.43078957,0.45535692,0.41820970
0.39004120,0.42980221,0.41676039,0.42980221,0.48396611,0.45734967,0.48939385,0.47280562,0.47657194,0.48759562,0.45851168,0.48095637,0.45309587,0.47427555,0.45734967,0.43583315,0.47980402,0.48101022
0.38594480,0.43583991,0.40778342,0.47053255,0.49057945,0.49836601,0.47506083,0.50679322,0.49647887,0.46864353,0.51080181,0.43950743,0.46513009,0.46436836,0.46252113,0.43965855,0.44880400,0.45515390
0.42399979,0.39295845,0.40472290,0.43586867,0.49754461,0.47511466,0.48396611,0.48113378,0.49278336,0.52602251,0.45321505,0.46482987,0.46532294,0.41482078,0.45674645,0.50036334,0.45309587,0.42159920
0.43023597,0.36306990,0.40308677,0.50509956,0.46254806,0.49840958,0.50787085,0.46923396,0.44405246,0.44367989,0.50287436,0.49647887,0.43136732,0.46096800,0.47703719,0.42541679,0.44426515,0.44757392
0.43182774,0.42541679,0.40327347,0.46739559,0.46328155,0.48294772,0.46512434,0.47296638,0.48683646,0.46512434,0.47879852,0.44614245,0.49465568,0.49647887,0.51209981,0.50408322,0.44880400,0.46976315
0.46013969,0.43874600,0.41676039,0.44657891,0.49077285,0.47771333,0.47190819,0.49706162,0.44709852,0.50547206,0.44893002,0.46877613,0.43583991,0.48578641,0.45579534,0.44176273,0.43855433,0.40878712
0.42281630,0.38310557,0.45697110,0.46739559,0.44916817,0.49231678,0.46233454,0.48701911,0.47233300,0.50920344,0.43309366,0.46617758,0.43965855,0.46024604,0.49393717,0.45075032,0.44310132,0.45051485
0.44079794,0.39004120,0.40651963,0.44237613,0.48381295,0.48279756,0.48939385,0.52229395,0.46695583,0.41794740,0.45515390,0.47594747,0.42482883,0.47612973,0.44968190,0.43532843,0.47657194,0.44918158
0.40623681,0.40704788,0.41046340,0.47506083,0.46876496,0.49706162,0.48368152,0.51114223,0.47153970,0.44893002,0.46170499,0.44283662,0.41676039,0.45389449,0.44800815,0.43855433,0.44614245,0.44259239
0.41176439,0.38833116,0.38175252,0.40725843,0.51089709,0.51674914,0.49329841,0.53514990,0.51114223,0.47657194,0.47240986,0.46512434,0.48681517,0.42067141,0.42260844,0.47153970,0.46328155,0.44024768
0.37943262,0.44259239,0.43203102,0.47740277,0.50578592,0.50725940,0.47296638,0.47492970,0.50287436,0.47427555,0.45440118,0.47920587,0.46013969,0.43923945,0.45701959,0.47328084,0.45440118,0.45068131
0.44223456,0.38881424,0.36947305,0.47921199,0.49072995,0.43685999,0.48806998,0.46577171,0.48457411,0.50153567,0.47058824,0.47053255,0.46075170,0.48472270,0.43874600,0.46864353,0.45901869,0.47612973
0.39852675,0.42388262,0.41743157,0.48472270,0.50168204,0.50637440,0.48121336,0.45614511,0.47053255,0.48118010,0.46946869,0.45508274,0.46946869,0.44371204,0.44614245,0.48494743,0.42682846,0.42928001
0.39553180,0.39410542,0.36792409,0.47090476,0.49574638,0.47469464,0.49472361,0.47133153,0.44757392,0.49146664,0.50935489,0.50686542,0.49057945,0.44459203,0.45262203,0.46818831,0.47469464,0.46390602
0.40410248,0.44371204,0.41875209,0.44709852,0.48258628,0.48494743,0.47672793,0.47879852,0.49792823,0.46442198,0.49243364,0.47492970,0.42928001,0.46482987,0.47469464,0.42067141,0.44298542,0.49472361
0.40267096,0.38499437,0.41965603,0.49754461,0.49118119,0.42664604,0.46864353,0.47851527,0.51114223,0.49205112,0.47058824,0.47175713,0.44691498,0.47500864,0.41555427,0.46350322,0.46706711,0.49528507
0.42881534,0.42123899,0.43275129,0.47558247,0.46762590,0.48759562,0.46512434,0.46429412,0.45440118,0.48698296,0.43397896,0.48701911,0.41390292,0.46075170,0.43767594,0.43965855,0.47558247,0.43878657
0.43729014,0.41279928,0.41353383,0.44259239,0.47090476,0.54366452,0.44313695,0.46252826,0.47771333,0.48982910,0.44230769,0.46013969,0.44425415,0.44918158,0.43078957,0.47117099,0.39907461,0.48205768
0.42052346,0.42682846,0.42735515,0.47190819,0.46631101,0.47233300,0.46328155,0.49056152,0.52786353,0.48482830,0.44986233,0.46328155,0.47612973,0.45389449,0.46436836,0.43586867,0.44691498,0.41673358
0.40676158,0.40676158,0.41676039,0.47657194,0.47330556,0.48279756,0.52718727,0.48162432,0.45515390,0.50547206,0.48120829,0.43965855,0.46320784,0.43767594,0.47879852,0.42532961,0.47328084,0.45026494
0.39907461,0.39643422,0.45515390,0.47879852,0.43498268,0.49637003,0.50153567,0.47594747,0.50509956,0.44968190,0.46429412,0.43980102,0.46290502,0.48578641,0.47053255,0.44310132,0.47925898,0.47469464
0.45440118,0.39089311,0.46946869,0.49329841,0.45389449,0.49533110,0.45198169,0.50935489,0.50025286,0.48871376,0.46706711,0.44153586,0.44617050,0.44223456,0.39638356,0.45906363,0.46529056,0.50935489
0.47118129,0.42123899,0.43078957,0.44800815,0.50332301,0.48205768,0.46577171,0.47946860,0.48368152,0.45309587,0.48381295,0.48698296,0.44564906,0.45283543,0.47138665,0.46252113,0.45435777,0.46144279
0.38881424,0.43136732,0.40017344,0.44788367,0.45254700,0.46429412,0.47905552,0.49056152,0.48294772,0.46013969,0.44055243,0.42682846,0.46252113,0.41872210,0.44811981,0.45324579,0.44223456,0.49659701
0.38950871,0.35987574,0.39007330,0.46818831,0.46946869,0.46674267,0.49412729,0.50686542,0.46706711,0.49295775,0.46320784,0.46254806,0.46899196,0.40792674,0.47980402,0.47740277,0.41676039,0.49276665
0.40267096,0.42532961,0.39505762,0.43211327,0.50999129,0.48029182,0.48294772,0.47125255,0.44544575,0.43856247,0.50209565,0.44176273,0.46779415,0.47280562,0.45934202,0.43203102,0.41478616,0.47309584
